122,1,1565,122,1693,122,1578,122,1701,122
63,1,228,63,238,63,231,63,240,63
92,1,634,92,641,92,641,92,645,92
39,1,54,39,51,39,55,39,52,39
65,1,247,65,190,65,250,65,192,65
139,1,2494,139,2629,139,2515,139,2641,139
104,1,1073,104,966,104,1083,104,972,104
54,1,114,54,107,54,116,54,108,54
110,1,791,110,1001,110,802,110,1008,110
115,1,1295,115,1111,115,1302,115,1118,115
127,1,1984,127,1941,127,1999,127,1950,127
114,1,1343,114,904,114,1354,114,911,114
93,1,617,93,401,93,622,93,404,93
16,2,3,16,4,16,3,16,4,16
137,1,2643,137,2586,137,2664,137,2601,137
130,1,2204,130,2259,130,2223,130,2275,130
21,1,9,21,8,21,9,21,8,21
115,1,1335,115,1386,115,1345,115,1393,115
69,1,293,69,260,69,296,69,262,69
63,1,182,63,187,63,185,63,189,63
75,1,315,75,307,75,319,75,310,75
109,1,1140,109,1145,109,1151,109,1151,109
118,1,1583,118,1541,118,1594,118,1548,118
36,1,78,36,36,36,79,36,36,36
30,2,25,30,27,30,25,30,27,30
125,1,1841,125,1771,125,1855,125,1780,125
127,1,1195,127,1934,127,1213,127,1947,127
141,1,3055,141,2685,141,3067,141,2697,141
72,1,360,72,236,72,364,72,238,72
45,1,66,45,68,45,67,45,69,45
137,1,2547,137,2644,137,2566,137,2654,137
47,1,59,47,62,47,61,47,63,47
52,1,115,52,149,52,117,52,150,52
141,1,2315,141,2906,141,2336,141,2918,141
51,1,104,51,97,51,106,51,98,51
8,1,1,8,1,8,1,8,1,8
7,1,0,7,0,7,0,7,0,7
70,1,280,70,258,70,283,70,260,70
136,1,2490,136,2498,136,2506,136,2509,136
71,1,261,71,265,71,265,71,267,71
29,1,19,29,18,29,19,29,18,29
69,1,240,69,231,69,243,69,233,69
96,1,768,96,738,96,775,96,743,96
53,1,105,53,97,53,107,53,98,53
118,1,1609,118,1175,118,1621,118,1182,118
31,1,23,31,22,31,23,31,22,31
72,1,279,72,274,72,283,72,276,72
143,1,3180,143,3027,143,3199,143,3039,143
57,1,135,57,142,57,138,57,144,57
66,1,173,66,146,66,176,66,147,66
42,1,58,42,66,42,61,42,67,42
23,1,11,23,10,23,11,23,10,23
92,1,644,92,684,92,654,92,691,92
41,1,49,41,49,41,50,41,49,41
52,1,113,52,109,52,115,52,110,52
148,1,2305,148,3124,148,2327,148,3138,148
11,1,2,11,1,11,2,11,1,11
75,1,408,75,321,75,413,75,324,75
88,1,535,88,596,88,545,88,603,88
109,1,1165,109,1205,109,1172,109,1212,109
128,1,1743,128,1218,128,1756,128,1224,128
81,1,336,81,273,81,339,81,275,81
91,1,753,91,550,91,758,91,553,91
114,1,1462,114,805,114,1470,114,809,114
101,1,975,101,523,101,980,101,526,101
139,1,2499,139,1763,139,2506,139,1770,139
131,1,2258,131,1255,131,2268,131,1260,131
150,1,3568,150,2100,150,3581,150,2107,150
