130,68,4228,130,816,82,4229,65,817,65
37,19,82,37,16,24,82,23,16,23
67,39,330,67,123,51,330,41,123,41
83,36,869,83,224,57,869,45,224,45
26,2,19,26,18,26,19,26,18,26
53,31,159,53,91,44,160,36,91,36
39,24,53,39,21,27,53,24,21,24
1,1,0,1,0,1,0,1,0,1
149,76,15594,149,8106,138,15599,125,8110,125
39,2,66,39,46,36,67,36,46,36
26,13,16,26,6,17,16,15,6,15
162,87,23244,162,5225,128,23247,104,5228,104
114,72,2710,114,742,80,2711,64,743,64
1,1,0,1,0,1,0,1,0,1
36,2,73,36,51,35,75,35,51,35
33,13,25,33,23,33,25,32,23,32
6,4,0,6,0,6,0,6,0,6
60,34,307,60,189,52,307,40,189,40
