2,3,3
28,27,54
84,10,2
23,18,44
63,6,9
20,28,55
34,13,21
57,10,5
65,10,10
25,27,46
84,9,11
42,13,20
4,1,1
5,15,13
61,11,17
59,8,3
5,1,1
38,13,16
23,88,394
54,9,14
96,8,3
37,28,58
48,11,23
63,9,11
64,9,4
83,9,3
71,10,9
30,22,61
18,27,54
80,9,8
55,12,14
95,8,8
65,7,15
71,9,7
9,117,160
56,10,3
74,9,2
73,8,12
21,29,54
18,44,85
15,164,306
18,39,83
89,9,2
5,1,1
55,11,2
79,9,3
53,12,16
69,8,16
40,11,16
13,34,65
