114,5426,114,5449,114,5451,114,5471,114
72,1063,72,1088,72,1072,72,1096,72
71,1023,71,1080,71,1032,71,1089,71
110,4338,110,4311,110,4361,110,4330,110
100,3366,100,3391,100,3384,100,3408,100
104,3876,104,3782,104,3895,104,3800,104
46,245,46,246,46,248,46,249,46
81,1595,81,1588,81,1607,81,1599,81
101,3294,101,3220,101,3312,101,3237,101
79,1434,79,1409,79,1446,79,1420,79
142,11554,142,11387,142,11592,142,11421,142
