19,1,12,19,11,19,12,19,11,19
20,1,17,20,14,20,17,20,14,20
21,1,17,21,16,21,17,21,16,21
61,1,323,61,270,61,326,61,273,61
25,1,16,25,17,25,16,25,17,25
64,1,384,64,356,64,389,64,361,64
68,1,456,68,449,68,462,68,454,68
41,1,90,41,87,41,92,41,89,41
77,1,692,77,639,77,700,77,646,77
77,1,431,77,392,77,437,77,396,77
53,1,137,53,125,53,140,53,127,53
106,1,1960,106,1961,106,1972,106,1973,106
108,1,1268,108,1451,108,1287,108,1464,108
109,1,2145,109,1608,109,2164,109,1621,109
70,1,516,70,528,70,523,70,534,70
118,1,2947,118,2846,118,2968,118,2861,118
22,1,17,22,16,22,17,22,16,22
95,1,1432,95,953,95,1442,95,959,95
17,1,6,17,6,17,6,17,6,17
119,1,3083,119,2870,119,3099,119,2886,119
124,1,3673,124,3368,124,3696,124,3385,124
122,1,3702,122,3489,122,3726,122,3506,122
24,1,21,24,19,24,21,24,19,24
18,1,10,18,9,18,10,18,9,18
58,1,268,58,258,58,272,58,261,58
52,1,195,52,189,52,198,52,192,52
95,1,878,95,898,95,892,95,910,95
71,1,494,71,501,71,501,71,506,71
138,1,5292,138,4152,138,5315,138,4166,138
54,1,140,54,134,54,142,54,136,54
137,1,4785,137,4991,137,4813,137,5012,137
57,1,269,57,270,57,273,57,273,57
141,1,5640,141,5259,141,5671,141,5281,141
139,1,5042,139,4489,139,5074,139,4512,139
64,1,351,64,342,64,356,64,346,64
104,1,1828,104,1970,104,1845,104,1982,104
15,1,7,15,21,15,7,15,22,15
90,1,967,90,1186,90,976,90,1192,90
135,1,3893,135,4689,135,3920,135,4709,135
72,1,694,72,617,72,701,72,623,72
133,1,4385,133,4557,133,4406,133,4578,133
44,1,121,44,121,44,123,44,123,44
102,1,1471,102,1765,102,1482,102,1776,102
21,1,14,21,13,21,14,21,13,21
133,1,4220,133,4504,133,4249,133,4526,133
60,1,305,60,301,60,310,60,305,60
149,1,6905,149,5192,149,6940,149,5217,149
96,1,1424,96,1467,96,1439,96,1478,96
142,1,5909,142,5406,142,5933,142,5428,142
78,1,714,78,493,78,720,78,497,78
82,1,778,82,898,82,796,82,906,82
135,1,4611,135,4810,135,4641,135,4830,135
104,1,1756,104,1749,104,1772,104,1761,104
58,1,267,58,272,58,271,58,275,58
28,1,33,28,29,28,34,28,29,28
22,1,16,22,15,22,16,22,15,22
87,1,1065,87,1011,87,1074,87,1020,87
74,1,575,74,575,74,581,74,579,74
136,1,3712,136,4193,136,3734,136,4215,136
51,1,169,51,170,51,172,51,173,51
27,1,28,27,26,27,28,27,26,27
150,1,7192,150,6362,150,7227,150,6387,150
92,1,1175,92,1176,92,1187,92,1185,92
65,1,439,65,382,65,444,65,386,65
21,1,14,21,13,21,14,21,13,21
141,1,5782,141,5905,141,5840,141,5930,141
29,1,40,29,38,29,41,29,38,29
24,1,21,24,20,24,21,24,20,24
21,1,15,21,14,21,15,21,14,21
148,1,6869,148,7220,148,6894,148,7247,148
101,1,1696,101,1603,101,1707,101,1610,101
100,1,1716,100,1694,100,1727,100,1705,100
54,1,199,54,216,54,202,54,219,54
119,1,2730,119,2763,119,2755,119,2782,119
135,1,4043,135,4555,135,4073,135,4575,135
147,1,6555,147,6752,147,6580,147,6777,147
108,1,2373,108,2112,108,2396,108,2123,108
134,1,4253,134,4692,134,4281,134,4712,134
95,1,1444,95,1494,95,1462,95,1506,95
