1,1,0,1,0,1,0,1,0,1
1,1,0,1,0,1,0,1,0,1
16,9,4,16,3,16,4,16,3,16
63,4,539,63,450,63,541,63,451,63
1,1,0,1,0,1,0,1,0,1
1,1,0,1,0,1,0,1,0,1
39,3,46,39,54,39,47,39,54,39
1,1,0,1,0,1,0,1,0,1
14,5,3,14,2,14,3,14,2,14
1,1,0,1,0,1,0,1,0,1
20,3,7,20,5,20,7,20,5,20
5,3,0,5,0,5,0,5,0,5
1,1,0,1,0,1,0,1,0,1
22,1,10,22,9,22,10,22,9,22
70,3,524,70,710,70,529,70,711,70
1,1,0,1,0,1,0,1,0,1
29,1,22,29,21,29,22,29,21,29
8,5,0,8,0,8,0,8,0,8
1,1,0,1,0,1,0,1,0,1
1,1,0,1,0,1,0,1,0,1
1,1,0,1,0,1,0,1,0,1
1,1,0,1,0,1,0,1,0,1
1,1,0,1,0,1,0,1,0,1
1,1,0,1,0,1,0,1,0,1
60,4,181,60,163,60,183,60,163,60
50,7,126,50,124,50,127,50,124,50
1,1,0,1,0,1,0,1,0,1
6,2,0,6,0,6,0,6,0,6
1,1,0,1,0,1,0,1,0,1
7,2,0,7,0,7,0,7,0,7
15,2,3,15,3,15,3,15,3,15
1,1,0,1,0,1,0,1,0,1
35,6,48,35,38,35,48,30,38,30
1,1,0,1,0,1,0,1,0,1
43,2,76,43,54,43,77,43,54,43
37,7,37,37,35,37,37,37,35,37
2,2,0,2,0,2,0,2,0,2
13,5,2,13,2,13,2,12,2,12
1,1,0,1,0,1,0,1,0,1
1,1,0,1,0,1,0,1,0,1
1,1,0,1,0,1,0,1,0,1
20,9,6,20,6,20,6,20,6,20
27,9,20,27,20,27,20,26,20,26
5,3,0,5,0,5,0,5,0,5
1,1,0,1,0,1,0,1,0,1
53,4,169,53,167,53,170,52,167,52
88,4,955,88,946,88,962,88,948,88
11,5,1,11,1,11,1,11,1,11
53,2,128,53,130,53,130,53,130,53
2,2,0,2,0,2,0,2,0,2
1,1,0,1,0,1,0,1,0,1
4,1,0,4,0,4,0,4,0,4
78,12,604,78,707,78,609,77,708,77
86,2,933,86,935,86,939,86,937,86
86,25,1755,86,1626,86,1761,85,1628,85
103,3,2144,103,2070,103,2151,103,2071,103
129,46,4522,129,3918,129,4524,129,3920,129
132,16,4985,132,4055,132,4996,132,4057,132
137,2,5231,137,4831,137,5243,137,4833,137
229,2,39979,229,36699,229,40015,229,36707,229
326,12,397808,326,400164,326,397823,325,400180,325
